,job,sex,year_x,count_x,perc,year_y,count_y,std
153,Farm Advisor,men,1880,0,0.0,47.483814544307265,3617.6466601191532,5.006611399997543e-05
154,Farm Advisor,men,1900,0,0.0,47.483814544307265,3617.6466601191532,5.006611399997543e-05
155,Farm Advisor,men,1910,0,0.0,47.483814544307265,3617.6466601191532,5.006611399997543e-05
156,Farm Advisor,men,1920,3127,7.4472837931e-05,47.483814544307265,3617.6466601191532,5.006611399997543e-05
157,Farm Advisor,men,1930,4549,9.3350781248e-05,47.483814544307265,3617.6466601191532,5.006611399997543e-05
158,Farm Advisor,men,1940,7677,0.000147545869381,47.483814544307265,3617.6466601191532,5.006611399997543e-05
159,Farm Advisor,men,1950,6357,0.00010465762313,47.483814544307265,3617.6466601191532,5.006611399997543e-05
160,Farm Advisor,men,1960,7078,8.1442909693e-05,47.483814544307265,3617.6466601191532,5.006611399997543e-05
161,Farm Advisor,men,1970,6811,6.2336511949e-05,47.483814544307265,3617.6466601191532,5.006611399997543e-05
162,Farm Advisor,men,1980,0,0.0,47.483814544307265,3617.6466601191532,5.006611399997543e-05
163,Farm Advisor,men,1990,0,0.0,47.483814544307265,3617.6466601191532,5.006611399997543e-05
164,Farm Advisor,men,2000,0,0.0,47.483814544307265,3617.6466601191532,5.006611399997543e-05
165,Farm Advisor,women,1850,0,0.0,47.483814544307265,3617.6466601191532,5.006611399997543e-05
166,Farm Advisor,women,1860,0,0.0,47.483814544307265,3617.6466601191532,5.006611399997543e-05
167,Farm Advisor,women,1870,0,0.0,47.483814544307265,3617.6466601191532,5.006611399997543e-05
168,Farm Advisor,women,1880,0,0.0,47.483814544307265,3617.6466601191532,5.006611399997543e-05
169,Farm Advisor,women,1900,0,0.0,47.483814544307265,3617.6466601191532,5.006611399997543e-05
170,Farm Advisor,women,1910,0,0.0,47.483814544307265,3617.6466601191532,5.006611399997543e-05
171,Farm Advisor,women,1920,202,4.810845302e-06,47.483814544307265,3617.6466601191532,5.006611399997543e-05
172,Farm Advisor,women,1930,505,1.0363188509e-05,47.483814544307265,3617.6466601191532,5.006611399997543e-05
173,Farm Advisor,women,1940,4520,8.687082579100001e-05,47.483814544307265,3617.6466601191532,5.006611399997543e-05
174,Farm Advisor,women,1950,8128,0.00013381424584,47.483814544307265,3617.6466601191532,5.006611399997543e-05
175,Farm Advisor,women,1960,10762,0.000123832805047,47.483814544307265,3617.6466601191532,5.006611399997543e-05
176,Farm Advisor,women,1970,10811,9.8945827438e-05,47.483814544307265,3617.6466601191532,5.006611399997543e-05
177,Farm Advisor,women,1980,0,0.0,47.483814544307265,3617.6466601191532,5.006611399997543e-05
178,Farm Advisor,women,1990,0,0.0,47.483814544307265,3617.6466601191532,5.006611399997543e-05
179,Farm Advisor,women,2000,0,0.0,47.483814544307265,3617.6466601191532,5.006611399997543e-05
180,Mathematician,men,1850,0,0.0,47.483814544307265,2019.6711533851476,1.908167454755485e-05
181,Mathematician,men,1860,0,0.0,47.483814544307265,2019.6711533851476,1.908167454755485e-05
182,Mathematician,men,1870,0,0.0,47.483814544307265,2019.6711533851476,1.908167454755485e-05
183,Mathematician,men,1880,0,0.0,47.483814544307265,2019.6711533851476,1.908167454755485e-05
184,Mathematician,men,1900,100,3.368163398e-06,47.483814544307265,2019.6711533851476,1.908167454755485e-05
185,Mathematician,men,1910,0,0.0,47.483814544307265,2019.6711533851476,1.908167454755485e-05
186,Mathematician,men,1920,0,0.0,47.483814544307265,2019.6711533851476,1.908167454755485e-05
187,Mathematician,men,1930,505,1.0363188509e-05,47.483814544307265,2019.6711533851476,1.908167454755485e-05
188,Mathematician,men,1940,0,0.0,47.483814544307265,2019.6711533851476,1.908167454755485e-05
189,Mathematician,men,1950,1618,2.6637727579e-05,47.483814544307265,2019.6711533851476,1.908167454755485e-05
190,Mathematician,men,1960,5874,6.758910024600001e-05,47.483814544307265,2019.6711533851476,1.908167454755485e-05
191,Mathematician,men,1970,6907,6.3215135521e-05,47.483814544307265,2019.6711533851476,1.908167454755485e-05
192,Mathematician,men,1980,5543,4.3135234102000005e-05,47.483814544307265,2019.6711533851476,1.908167454755485e-05
193,Mathematician,men,1990,4668,3.1302455544e-05,47.483814544307265,2019.6711533851476,1.908167454755485e-05
194,Mathematician,men,2000,0,0.0,47.483814544307265,2019.6711533851476,1.908167454755485e-05
195,Mathematician,women,1850,0,0.0,47.483814544307265,2019.6711533851476,1.908167454755485e-05
196,Mathematician,women,1860,0,0.0,47.483814544307265,2019.6711533851476,1.908167454755485e-05
197,Mathematician,women,1870,0,0.0,47.483814544307265,2019.6711533851476,1.908167454755485e-05
198,Mathematician,women,1880,0,0.0,47.483814544307265,2019.6711533851476,1.908167454755485e-05
199,Mathematician,women,1900,0,0.0,47.483814544307265,2019.6711533851476,1.908167454755485e-05
200,Mathematician,women,1910,0,0.0,47.483814544307265,2019.6711533851476,1.908167454755485e-05
201,Mathematician,women,1920,0,0.0,47.483814544307265,2019.6711533851476,1.908167454755485e-05
202,Mathematician,women,1930,0,0.0,47.483814544307265,2019.6711533851476,1.908167454755485e-05
203,Mathematician,women,1940,0,0.0,47.483814544307265,2019.6711533851476,1.908167454755485e-05
204,Mathematician,women,1950,669,1.1013992429e-05,47.483814544307265,2019.6711533851476,1.908167454755485e-05
205,Mathematician,women,1960,3187,3.6671171686e-05,47.483814544307265,2019.6711533851476,1.908167454755485e-05
206,Mathematician,women,1970,1902,1.7407729515e-05,47.483814544307265,2019.6711533851476,1.908167454755485e-05
207,Mathematician,women,1980,1321,1.0279928603e-05,47.483814544307265,2019.6711533851476,1.908167454755485e-05
208,Mathematician,women,1990,1952,1.3089630081e-05,47.483814544307265,2019.6711533851476,1.908167454755485e-05
209,Mathematician,women,2000,0,0.0,47.483814544307265,2019.6711533851476,1.908167454755485e-05
